seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr20	30457702	30457791	90	*	X08504	164395	30458505	30532764	74260	+	713	upstream	713	TTLL9
chr20	30638143	30638262	120	*	X08508	3055	30639991	30689657	49667	+	1728	upstream	1728	HCK
chr20	30639253	30639432	180	*	X08509	3055	30639991	30689657	49667	+	558	upstream	558	HCK
chr20	30639628	30639882	255	*	X08510	3055	30639991	30689657	49667	+	108	upstream	108	HCK
chr20	31173012	31173302	291	*	X08520	140688	31030862	31172875	142014	-	136	upstream	136	NOL4L
chr20	31173012	31173302	291	*	X08520	149950	31175281	31196694	21414	+	1978	upstream	1978	NOL4L-DT
chr20	31173408	31173512	105	*	X08521	140688	31030862	31172875	142014	-	532	upstream	532	NOL4L
chr20	31173408	31173512	105	*	X08521	149950	31175281	31196694	21414	+	1768	upstream	1768	NOL4L-DT
chr20	31173798	31173977	180	*	X08522	140688	31030862	31172875	142014	-	922	upstream	922	NOL4L
chr20	31173798	31173977	180	*	X08522	149950	31175281	31196694	21414	+	1303	upstream	1303	NOL4L-DT
chr20	31174113	31174202	90	*	X08523	140688	31030862	31172875	142014	-	1237	upstream	1237	NOL4L
chr20	31174113	31174202	90	*	X08523	149950	31175281	31196694	21414	+	1078	upstream	1078	NOL4L-DT
chr20	32899554	32899639	86	*	X08526	191	32868071	32899608	31538	-	0	overlapStart	0	AHCY
chr20	32900392	32900478	87	*	X08527	191	32868071	32899608	31538	-	783	upstream	783	AHCY
chr20	33290820	33290909	90	*	X08528	58476	33292148	33301237	9090	+	1238	upstream	1238	TP53INP2
chr20	34893275	34893424	150	*	X08541	22839	34894303	35157040	262738	+	878	upstream	878	DLGAP4
chr20	37351430	37351564	135	*	X08559	140679	37353105	37358015	4911	+	1540	upstream	1540	SLC32A1
chr20	37352634	37352664	31	*	X08560	140679	37353105	37358015	4911	+	440	upstream	440	SLC32A1
chr20	39995800	39996024	225	*	X08573	90187	39988606	39995498	6893	-	301	upstream	301	EMILIN3
chr20	41819044	41819328	285	*	X08576	11122	40701392	41818557	1117166	-	486	upstream	486	PTPRT
chr20	42542972	42543076	105	*	X08577	84969	42543492	42698254	154763	+	415	upstream	415	TOX2
chr20	43280779	43280943	165	*	X08580	100	43248163	43280376	32214	-	402	upstream	402	ADA
chr20	43281452	43281544	93	*	X08581	100	43248163	43280376	32214	-	1075	upstream	1075	ADA
chr20	43438698	43438796	99	*	X08582	140730	43380445	43438979	58535	-	0	inside	182	RIMS4
chr20	43439351	43439448	98	*	X08583	140730	43380445	43438979	58535	-	371	upstream	371	RIMS4
chr20	43439569	43439688	120	*	X08584	140730	43380445	43438979	58535	-	589	upstream	589	RIMS4
chr20	43590205	43590309	105	*	X08586	10953	43570771	43589114	18344	-	1090	upstream	1090	TOMM34
chr20	44937975	44938199	225	*	X08603	64405	44802372	44937137	134766	-	837	upstream	837	CDH22
chr20	44938275	44938379	105	*	X08604	64405	44802372	44937137	134766	-	1137	upstream	1137	CDH22
chr20	48100156	48100344	189	*	X08616	3745	47988505	48100490	111986	-	0	inside	145	KCNB1
chr20	48597776	48598015	240	*	X08618	6615	48599513	48605420	5908	+	1497	upstream	1497	SNAI1
chr20	48598463	48598687	225	*	X08619	6615	48599513	48605420	5908	+	825	upstream	825	SNAI1
chr20	49639849	49639938	90	*	X08621	3755	49620193	49639675	19483	-	173	upstream	173	KCNG1
chr20	50179655	50179729	75	*	X08626	4773	50003494	50179370	175877	-	284	upstream	284	NFATC2
chr20	50180406	50180510	105	*	X08627	4773	50003494	50179370	175877	-	1035	upstream	1035	NFATC2
chr20	50180586	50180603	18	*	X08628	4773	50003494	50179370	175877	-	1215	upstream	1215	NFATC2
chr20	52790144	52790278	135	*	X08630	1591	52769988	52790516	20529	-	0	inside	237	CYP24A1
chr20	52790624	52790658	35	*	X08631	1591	52769988	52790516	20529	-	107	upstream	107	CYP24A1
chr20	52791390	52791464	75	*	X08632	1591	52769988	52790516	20529	-	873	upstream	873	CYP24A1
chr20	54580968	54581057	90	*	X08634	140689	54572413	54580528	8116	-	439	upstream	439	CBLN4
chr20	55841702	55841821	120	*	X08647	655	55743809	55841707	97899	-	0	overlapStart	0	BMP7
chr20	55842107	55842226	120	*	X08648	655	55743809	55841707	97899	-	399	upstream	399	BMP7
chr20	55843215	55843349	135	*	X08649	655	55743809	55841707	97899	-	1507	upstream	1507	BMP7
chr20	57089000	57089134	135	*	X08654	149773	57090435	57194948	104514	+	1300	upstream	1300	APCDD1L-DT
chr20	57089945	57090094	150	*	X08655	149773	57090435	57194948	104514	+	340	upstream	340	APCDD1L-DT
chr20	57089945	57090094	150	*	X08655	164284	57034426	57089949	55524	-	0	overlapStart	0	APCDD1L
chr20	57090335	57090439	105	*	X08656	149773	57090435	57194948	104514	+	0	overlapStart	0	APCDD1L-DT
chr20	57090335	57090439	105	*	X08656	164284	57034426	57089949	55524	-	385	upstream	385	APCDD1L
chr20	57426372	57426491	120	*	X08657	149775	57393973	57425958	31986	-	413	upstream	413	GNAS-AS1
chr20	57427631	57427720	90	*	X08658	149775	57393973	57425958	31986	-	1672	upstream	1672	GNAS-AS1
chr20	57874284	57874403	120	*	X08665	1908	57875499	57901047	25549	+	1095	upstream	1095	EDN3
chr20	59826233	59826322	90	*	X08682	1002	59827482	60515673	688192	+	1159	upstream	1159	CDH4
chr20	60796759	60796848	90	*	X08689	11255	60790017	60795323	5307	-	1435	upstream	1435	HRH3
chr20	60797119	60797238	120	*	X08690	11255	60790017	60795323	5307	-	1795	upstream	1795	HRH3
chr20	61050905	61051066	162	*	X08693	140628	61038553	61051026	12474	-	0	overlapStart	0	GATA5
chr20	61052399	61052418	20	*	X08694	140628	61038553	61051026	12474	-	1372	upstream	1372	GATA5
chr20	61147419	61147508	90	*	X08699	128826	61147660	61167971	20312	+	151	upstream	151	MIR1-1HG
chr20	61147600	61147704	105	*	X08700	128826	61147660	61167971	20312	+	0	overlapStart	0	MIR1-1HG
chr20	61147716	61147760	45	*	X08701	128826	61147660	61167971	20312	+	0	inside	55	MIR1-1HG
chr20	61148544	61148648	105	*	X08702	253868	61141438	61148768	7331	-	0	inside	119	MIR1-1HG-AS1
chr20	61148784	61148903	120	*	X08703	253868	61141438	61148768	7331	-	15	upstream	15	MIR1-1HG-AS1
chr20	61426430	61426594	165	*	X08705	55257	61427805	61431945	4141	+	1210	upstream	1210	MRGBP
chr20	61638533	61638550	18	*	X08713	128408	61637331	61638387	1057	-	145	upstream	145	BHLHE23
chr20	61638881	61639030	150	*	X08714	128408	61637331	61638387	1057	-	493	upstream	493	BHLHE23
chr20	61638881	61639030	150	*	X08714	63930	61640735	61716423	75689	+	1704	upstream	1704	LINC01749
chr20	61639856	61639990	135	*	X08715	128408	61637331	61638387	1057	-	1468	upstream	1468	BHLHE23
chr20	61639856	61639990	135	*	X08715	63930	61640735	61716423	75689	+	744	upstream	744	LINC01749
chr20	61640051	61640185	135	*	X08716	128408	61637331	61638387	1057	-	1663	upstream	1663	BHLHE23
chr20	61640051	61640185	135	*	X08716	63930	61640735	61716423	75689	+	549	upstream	549	LINC01749
chr20	61640291	61640307	17	*	X08717	128408	61637331	61638387	1057	-	1903	upstream	1903	BHLHE23
chr20	61640291	61640307	17	*	X08717	63930	61640735	61716423	75689	+	427	upstream	427	LINC01749
chr20	61730505	61730744	240	*	X08720	768096	61732644	61735737	3094	+	1899	upstream	1899	HAR1A
chr20	61731276	61731305	30	*	X08721	768096	61732644	61735737	3094	+	1338	upstream	1338	HAR1A
chr20	61731859	61731935	77	*	X08722	768096	61732644	61735737	3094	+	708	upstream	708	HAR1A
chr20	61731996	61732070	75	*	X08723	768096	61732644	61735737	3094	+	573	upstream	573	HAR1A
chr20	61732311	61732385	75	*	X08724	768096	61732644	61735737	3094	+	258	upstream	258	HAR1A
chr20	61732935	61733099	165	*	X08725	768096	61732644	61735737	3094	+	0	inside	290	HAR1A
chr20	61734621	61734833	213	*	X08726	768097	61726845	61733671	6827	-	949	upstream	949	HAR1B
chr20	61809486	61809590	105	*	X08730	406909	61809852	61809938	87	+	261	upstream	261	MIR124-3
chr20	61809666	61809803	138	*	X08731	406909	61809852	61809938	87	+	48	upstream	48	MIR124-3
chr20	61884101	61884235	135	*	X08732	100192386	61885330	61892967	7638	+	1094	upstream	1094	FLJ16779
chr20	61884416	61884520	105	*	X08733	100192386	61885330	61892967	7638	+	809	upstream	809	FLJ16779
chr20	62130721	62130991	271	*	X08743	1917	62119365	62130668	11304	-	52	upstream	52	EEF1A2
chr20	62131162	62131296	135	*	X08744	1917	62119365	62130668	11304	-	493	upstream	493	EEF1A2
chr20	62131432	62131551	120	*	X08745	1917	62119365	62130668	11304	-	763	upstream	763	EEF1A2
chr20	62464172	62464291	120	*	X08747	140685	62375021	62462597	87577	-	1574	upstream	1574	ZBTB46
chr20	62681052	62681172	121	*	X08756	54345	62679079	62680979	1901	-	72	upstream	72	SOX18
chr20	62711911	62711922	12	*	X08757	10287	62704535	62711324	6790	-	586	upstream	586	RGS19
chr20	62716133	62716252	120	*	X08760	198437	62714733	62715712	980	-	420	upstream	420	LKAAEAR1
chr20	62716558	62716677	120	*	X08761	198437	62714733	62715712	980	-	845	upstream	845	LKAAEAR1
chr21	26934344	26934448	105	*	X08769	114614	26934457	26947480	13024	+	8	upstream	8	MIR155HG
chr21	27010705	27010772	68	*	X08770	58494	27011594	27089874	78281	+	821	upstream	821	JAM2
chr21	28219426	28219545	120	*	X08771	9510	28208606	28217728	9123	-	1697	upstream	1697	ADAMTS1
chr21	28339420	28339554	135	*	X08774	11096	28290231	28339439	49209	-	0	overlapStart	0	ADAMTS5
chr21	30670568	30670672	105	*	X08775	571	30671220	30734217	62998	+	547	upstream	547	BACH1
chr21	31312274	31312423	150	*	X08776	2897	30909254	31312282	403029	-	0	overlapStart	0	GRIK1
chr21	33244329	33244418	90	*	X08777	30811	33245628	33376377	130750	+	1209	upstream	1209	HUNK
chr21	33784519	33784638	120	*	X08778	59271	33784752	33887697	102946	+	113	upstream	113	EVA1C
chr21	34396197	34396301	105	*	X08783	10215	34398216	34401503	3288	+	1914	upstream	1914	OLIG2
chr21	34397397	34397516	120	*	X08784	10215	34398216	34401503	3288	+	699	upstream	699	OLIG2
chr21	36039692	36039811	120	*	X08795	54102	36041688	36090519	48832	+	1876	upstream	1876	CLIC6
chr21	36041042	36041146	105	*	X08796	54102	36041688	36090519	48832	+	541	upstream	541	CLIC6
chr21	37528543	37528587	45	*	X08803	100506428	37504065	37528606	24542	-	0	inside	18	CBR3-AS1
chr21	38071639	38071728	90	*	X08804	6493	38071991	38122510	50520	+	262	upstream	262	SIM2
chr21	38378611	38378865	255	*	X08805	53820	38378450	38391958	13509	+	0	inside	160	RIPPLY3
chr21	42539002	42539154	153	*	X08815	100423023	42539484	42539556	73	+	329	upstream	329	MIR3197
chr21	42539002	42539154	153	*	X08815	25825	42539728	42648524	108797	+	573	upstream	573	BACE2
chr21	42539387	42539481	95	*	X08816	100423023	42539484	42539556	73	+	2	upstream	2	MIR3197
chr21	42539387	42539481	95	*	X08816	25825	42539728	42648524	108797	+	246	upstream	246	BACE2
chr21	45705960	45706289	330	*	X08833	326	45705721	45718102	12382	+	0	inside	238	AIRE
chr21	46131234	46131323	90	*	X08841	54084	45917775	46131495	213721	-	0	inside	171	TSPEAR
chr21	46131919	46131953	35	*	X08842	54084	45917775	46131495	213721	-	423	upstream	423	TSPEAR
chr21	46132116	46132233	118	*	X08843	54084	45917775	46131495	213721	-	620	upstream	620	TSPEAR
chr21	46339533	46339667	135	*	X08847	100505746	46340950	46349595	8646	+	1282	upstream	1282	ITGB2-AS1
chr21	46340343	46340432	90	*	X08848	100505746	46340950	46349595	8646	+	517	upstream	517	ITGB2-AS1
chr21	46348495	46348644	150	*	X08855	3689	46305868	46348753	42886	-	0	inside	108	ITGB2
chr21	46349665	46349784	120	*	X08856	3689	46305868	46348753	42886	-	911	upstream	911	ITGB2
chr21	46349793	46350137	345	*	X08857	3689	46305868	46348753	42886	-	1039	upstream	1039	ITGB2
chr21	46350355	46350774	420	*	X08858	3689	46305868	46348753	42886	-	1601	upstream	1601	ITGB2
chr21	47061644	47061868	225	*	X08864	54039	47063683	47362368	298686	+	1814	upstream	1814	PCBP3
chr21	47062229	47062284	56	*	X08865	54039	47063683	47362368	298686	+	1398	upstream	1398	PCBP3
chr21	47400077	47400211	135	*	X08867	1291	47401663	47424963	23301	+	1451	upstream	1451	COL6A1
chr22	17489050	17489274	225	*	X08872	128954	17442827	17489112	46286	-	0	overlapStart	0	GAB4
chr22	17489290	17489484	195	*	X08873	128954	17442827	17489112	46286	-	177	upstream	177	GAB4
chr22	17489620	17489754	135	*	X08874	128954	17442827	17489112	46286	-	507	upstream	507	GAB4
chr22	18593412	18593546	135	*	X08878	51807	18593453	18614498	21046	+	0	overlapStart	0	TUBA8
chr22	19137908	19138012	105	*	X08882	2928	19136504	19137796	1293	-	111	upstream	111	GSC2
chr22	19138373	19138552	180	*	X08883	2928	19136504	19137796	1293	-	576	upstream	576	GSC2
chr22	19701698	19701777	80	*	X08889	100526833	19701987	19712297	10311	+	209	upstream	209	SEPT5-GP1BB
chr22	19702155	19702319	165	*	X08890	100526833	19701987	19712297	10311	+	0	inside	167	SEPT5-GP1BB
chr22	19742512	19742631	120	*	X08910	6899	19744226	19771112	26887	+	1594	upstream	1594	TBX1
chr22	19742849	19742901	53	*	X08911	6899	19744226	19771112	26887	+	1324	upstream	1324	TBX1
chr22	19742722	19742772	51	*	X08912	6899	19744226	19771112	26887	+	1453	upstream	1453	TBX1
chr22	19743636	19743740	105	*	X08913	6899	19744226	19771112	26887	+	485	upstream	485	TBX1
chr22	19743816	19743936	121	*	X08914	6899	19744226	19771112	26887	+	289	upstream	289	TBX1
chr22	19744386	19744423	38	*	X08915	6899	19744226	19771112	26887	+	0	inside	159	TBX1
chr22	20002782	20002901	120	*	X08928	128989	20004554	20053447	48894	+	1652	upstream	1652	TANGO2
chr22	20003950	20004114	165	*	X08929	128989	20004554	20053447	48894	+	439	upstream	439	TANGO2
chr22	20003950	20004114	165	*	X08929	421	19957402	20004309	46908	-	0	inside	194	ARVCF
chr22	20791745	20791864	120	*	X08940	91179	20778874	20792146	13273	-	0	inside	281	SCARF2
chr22	20793291	20793477	187	*	X08941	91179	20778874	20792146	13273	-	1144	upstream	1144	SCARF2
chr22	21318566	21318655	90	*	X08943	150209	21319418	21335649	16232	+	762	upstream	762	AIFM3
chr22	21319031	21319331	301	*	X08944	150209	21319418	21335649	16232	+	86	upstream	86	AIFM3
chr22	21319509	21319510	2	*	X08945	150209	21319418	21335649	16232	+	0	inside	90	AIFM3
chr22	21332576	21332680	105	*	X08949	8216	21333751	21353326	19576	+	1070	upstream	1070	LZTR1
chr22	21386407	21386631	225	*	X08950	6545	21383007	21386847	3841	-	0	inside	215	SLC7A4
chr22	21386649	21386933	285	*	X08951	6545	21383007	21386847	3841	-	0	overlapStart	0	SLC7A4
chr22	22874761	22874850	90	*	X09004	129025	22868061	22874613	6553	-	147	upstream	147	ZNF280A
chr22	22874971	22874979	9	*	X09005	129025	22868061	22874613	6553	-	357	upstream	357	ZNF280A
chr22	22875139	22875246	108	*	X09006	129025	22868061	22874613	6553	-	525	upstream	525	ZNF280A
chr22	22901948	22902067	120	*	X09009	23532	22890123	22901696	11574	-	251	upstream	251	PRAME
chr22	22901948	22902067	120	*	X09009	648691	22901756	22909007	7252	+	0	inside	191	LL22NC03-63E9.3
chr22	24890711	24890800	90	*	X09052	646023	24825178	24890783	65606	-	0	overlapStart	0	ADORA2A-AS1
chr22	26564238	26564297	60	*	X09059	23544	26565440	26779563	214124	+	1142	upstream	1142	SEZ6L
chr22	26565213	26565279	67	*	X09060	23544	26565440	26779563	214124	+	160	upstream	160	SEZ6L
chr22	28198061	28198180	120	*	X09070	4330	28144265	28197486	53222	-	574	upstream	574	MN1
chr22	28199321	28199425	105	*	X09071	4330	28144265	28197486	53222	-	1834	upstream	1834	MN1
chr22	29467119	29467268	150	*	X09073	83999	29469066	29564321	95256	+	1797	upstream	1797	KREMEN1
chr22	29467374	29467538	165	*	X09074	83999	29469066	29564321	95256	+	1527	upstream	1527	KREMEN1
chr22	29467674	29467838	165	*	X09075	83999	29469066	29564321	95256	+	1227	upstream	1227	KREMEN1
chr22	29469249	29469357	109	*	X09076	83999	29469066	29564321	95256	+	0	inside	182	KREMEN1
chr22	29711645	29711899	255	*	X09079	10633	29708922	29711745	2824	-	0	overlapStart	0	RASL10A
chr22	29874668	29874672	5	*	X09080	4744	29876181	29887277	11097	+	1508	upstream	1508	NEFH
chr22	29875138	29875257	120	*	X09081	4744	29876181	29887277	11097	+	923	upstream	923	NEFH
chr22	29875378	29875482	105	*	X09082	4744	29876181	29887277	11097	+	698	upstream	698	NEFH
chr22	29875963	29876157	195	*	X09083	4744	29876181	29887277	11097	+	23	upstream	23	NEFH
chr22	30114531	30114620	90	*	X09086	164633	30116344	30127820	11477	+	1723	upstream	1723	CABP7
chr22	30115881	30115923	43	*	X09087	164633	30116344	30127820	11477	+	420	upstream	420	CABP7
chr22	31064580	31064684	105	*	X09091	150290	31048038	31063872	15835	-	707	upstream	707	DUSP18
chr22	31503296	31503395	100	*	X09096	140606	31500763	31503551	2789	-	0	inside	155	SELENOM
chr22	31503296	31503395	100	*	X09096	27124	31503961	31530683	26723	+	565	upstream	565	INPP5J
chr22	35936715	35936804	90	*	X09101	23551	35937352	35950045	12694	+	547	upstream	547	RASD2
chr22	35936986	35937165	180	*	X09102	23551	35937352	35950045	12694	+	186	upstream	186	RASD2
chr22	37098418	37098445	28	*	X09103	10369	36956916	37098690	141775	-	0	inside	244	CACNG2
chr22	37098879	37098968	90	*	X09104	10369	36956916	37098690	141775	-	188	upstream	188	CACNG2
chr22	37099824	37099913	90	*	X09105	10369	36956916	37098690	141775	-	1133	upstream	1133	CACNG2
chr22	37309119	37309208	90	*	X09110	1439	37309675	37336479	26805	+	466	upstream	466	CSF2RB
chr22	37309764	37309898	135	*	X09111	1439	37309675	37336479	26805	+	0	inside	88	CSF2RB
chr22	37823007	37823216	210	*	X09120	114794	37764000	37823505	59506	-	0	inside	288	ELFN2
chr22	37824162	37824296	135	*	X09121	114794	37764000	37823505	59506	-	656	upstream	656	ELFN2
chr22	37955690	37955794	105	*	X09123	11135	37956471	37965410	8940	+	676	upstream	676	CDC42EP1
chr22	38200579	38200728	150	*	X09126	3005	38201114	38203443	2330	+	385	upstream	385	H1-0
chr22	38202409	38202510	102	*	X09127	23464	38203912	38213183	9272	+	1401	upstream	1401	GCAT
chr22	38851435	38851838	404	*	X09135	3761	38822333	38851205	28873	-	229	upstream	229	KCNJ4
chr22	38851944	38851953	10	*	X09136	3761	38822333	38851205	28873	-	738	upstream	738	KCNJ4
chr22	39240225	39240329	105	*	X09139	23467	39214456	39240017	25562	-	207	upstream	207	NPTXR
chr22	39240562	39240681	120	*	X09140	23467	39214456	39240017	25562	-	544	upstream	544	NPTXR
chr22	39549128	39549247	120	*	X09141	23492	39526779	39548538	21760	-	589	upstream	589	CBX7
chr22	39549383	39549502	120	*	X09142	23492	39526779	39548538	21760	-	844	upstream	844	CBX7
chr22	39641175	39641256	82	*	X09144	5155	39619685	39640957	21273	-	217	upstream	217	PDGFB
chr22	39641657	39641806	150	*	X09145	5155	39619685	39640957	21273	-	699	upstream	699	PDGFB
chr22	39852469	39852618	150	*	X09147	4248	39853325	39888199	34875	+	706	upstream	706	MGAT3
chr22	40390288	40390452	165	*	X09160	113828	40390953	40426043	35091	+	500	upstream	500	FAM83F
chr22	42312347	42312481	135	*	X09165	440829	42305558	42310671	5114	-	1675	upstream	1675	SHISA8
chr22	42322829	42322948	120	*	X09169	115650	42321036	42322821	1786	-	7	upstream	7	TNFRSF13C
chr22	42373002	42373017	16	*	X09170	55964	42372931	42394225	21295	+	0	inside	70	SEPTIN3
chr22	43117644	43117838	195	*	X09175	53947	43088127	43117286	29160	-	357	upstream	357	A4GALT
chr22	43505772	43505956	185	*	X09176	638	43506754	43525718	18965	+	797	upstream	797	BIK
chr22	43739544	43739693	150	*	X09182	80274	43599229	43739394	140166	-	149	upstream	149	SCUBE1
chr22	43740234	43740308	75	*	X09183	80274	43599229	43739394	140166	-	839	upstream	839	SCUBE1
chr22	43807020	43807124	105	*	X09184	758	43808020	43902800	94781	+	895	upstream	895	MPPED1
chr22	43807403	43807522	120	*	X09185	758	43808020	43902800	94781	+	497	upstream	497	MPPED1
chr22	45021157	45021276	120	*	X09191	414351	45002208	45021299	19092	-	0	inside	22	LINC00229
chr22	45021847	45021936	90	*	X09192	414351	45002208	45021299	19092	-	547	upstream	547	LINC00229
chr22	45097716	45097883	168	*	X09197	553158	45098078	45258664	160587	+	194	upstream	194	PRR5-ARHGAP8
chr22	45680217	45680336	120	*	X09198	7380	45680868	45691755	10888	+	531	upstream	531	UPK3A
